,p-value,cell.line,DIP Rate,Division Rate,Death Rate,param.pair,Cell Line
300,0.005875147265409388,not.assigned,0.0011,0.021,0.0199,300,not.assigned
301,0.007399395482752817,not.assigned,0.0011,0.021,0.0199,301,not.assigned
302,0.018389220649686972,not.assigned,0.0011,0.021,0.0199,302,not.assigned
303,0.0027035008627580653,not.assigned,0.0011,0.021,0.0199,303,not.assigned
304,0.01859975178732888,not.assigned,0.0011,0.021,0.0199,304,not.assigned
305,0.0013712410575202412,not.assigned,0.0011,0.021,0.0199,305,not.assigned
306,0.00023990828095688723,not.assigned,0.0011,0.021,0.0199,306,not.assigned
307,0.00868746972718711,not.assigned,0.0011,0.021,0.0199,307,not.assigned
308,0.0004658825696759655,not.assigned,0.0013,0.021,0.019700000000000002,308,not.assigned
309,0.0013252099885768223,not.assigned,0.0013,0.021,0.019700000000000002,309,not.assigned
310,0.0001618765168523673,not.assigned,0.0013,0.021,0.019700000000000002,310,not.assigned
311,0.00015444624686736531,not.assigned,0.0013,0.021,0.019700000000000002,311,not.assigned
312,0.006076961103982903,not.assigned,0.0013,0.021,0.019700000000000002,312,not.assigned
313,0.003206415207337588,not.assigned,0.0013,0.021,0.019700000000000002,313,not.assigned
314,0.020594975610646233,not.assigned,0.0013,0.021,0.019700000000000002,314,not.assigned
315,0.0026795432118486154,not.assigned,0.0013,0.021,0.019700000000000002,315,not.assigned
316,0.0005050144320248382,not.assigned,0.0013,0.021,0.019700000000000002,316,not.assigned
317,0.01549804402587611,not.assigned,0.0013,0.021,0.019700000000000002,317,not.assigned
318,0.0008949989026427503,not.assigned,0.0013,0.021,0.019700000000000002,318,not.assigned
319,1.455797773354826e-06,not.assigned,0.0015,0.021,0.0195,319,not.assigned
320,4.759783188809993e-06,not.assigned,0.0015,0.021,0.0195,320,not.assigned
321,0.0005513968486240087,not.assigned,0.0015,0.021,0.0195,321,not.assigned
322,9.446399649314613e-05,not.assigned,0.0015,0.021,0.0195,322,not.assigned
323,0.00011279650030420529,not.assigned,0.0015,0.021,0.0195,323,not.assigned
324,0.0003040595388576316,not.assigned,0.0015,0.021,0.0195,324,not.assigned
325,0.0003293910882550241,not.assigned,0.0015,0.021,0.0195,325,not.assigned
326,7.164052395751139e-07,not.assigned,0.0015,0.021,0.0195,326,not.assigned
327,7.001558636267964e-07,not.assigned,0.0015,0.021,0.0195,327,not.assigned
328,2.0251696078006385e-05,not.assigned,0.0015,0.021,0.0195,328,not.assigned
329,0.00011279650030420529,not.assigned,0.0015,0.021,0.0195,329,not.assigned
330,1.76742559665792e-05,not.assigned,0.0005,0.022000000000000002,0.021500000000000002,330,not.assigned
331,0.00048625430139305297,not.assigned,0.0005,0.022000000000000002,0.021500000000000002,331,not.assigned
