,Type,Percent Resistant,Cells per Well,Wells per Plate,DIP Rates
41,resistant,0.050000,10,384,"[ 0.03523005  0.03559854  0.03560724  0.03848113  0.0360276   0.0369889
  0.03372594  0.03563723  0.03575362  0.0377774   0.03441724  0.03869675
  0.03507968  0.03598237  0.03639927  0.03655113  0.0356606   0.03416999
  0.03354835  0.0334926   0.03151175  0.0336626   0.03571755  0.0363012
  0.03646773  0.03926749  0.03506562  0.03538516  0.03705632  0.03384507
  0.03643431  0.03540934  0.03568321  0.03482517  0.03821251  0.03204873
  0.04036017  0.03624106  0.03753868  0.03694277  0.03469903  0.03470915
  0.03606925  0.03356478  0.03441286  0.03613964  0.03402572  0.03676639
  0.0347551   0.03699876  0.03672288  0.03693273  0.0377672   0.03412613
  0.03518668  0.03608169  0.03379209  0.03538235  0.03009289  0.03753604
  0.03287973  0.03519787  0.03492624  0.03525081  0.03373537  0.031438
  0.03646849  0.0320305   0.0340382   0.03616355  0.03497407  0.03519532
  0.03330077  0.03324498  0.03334663  0.03455562  0.03540629  0.03641942
  0.03457242  0.03392413  0.03192644  0.03427755  0.03867133  0.04053829
  0.0377213   0.03564354  0.03344125  0.03476984  0.03354961  0.03553894
  0.03493975  0.03377036  0.03361654  0.03221236  0.02196408  0.0344117
  0.03654981  0.03374707  0.036056    0.03685358  0.03582059  0.03637699
  0.03426612  0.03595031  0.03617873  0.03548943  0.03658595  0.03377027
  0.03404508  0.03494993  0.03510175  0.03416879  0.03819165  0.03463935
  0.0354136   0.03507726  0.03434728  0.03477955  0.03395027  0.03492149
  0.0350916   0.02882835  0.03227508  0.03574847  0.03597565  0.03568162
  0.03554995  0.03347651  0.03516001  0.03459426  0.0359584   0.03575392
  0.03421827  0.03426622  0.03296813  0.03533907  0.0317539   0.03568519
  0.03460216  0.03465777]"
42,resistant,0.000010,10,1536,[]
46,resistant,0.000000,10,96,[]
47,resistant,0.050000,25,384,"[ 0.03515344  0.03252114  0.03527079  0.03052087  0.03502141  0.03479017
  0.03883938  0.03320854  0.03443425  0.03314648  0.0342054   0.03410931
  0.03527843  0.03591479  0.03625283  0.03539778  0.02611163  0.03510221
  0.03485125  0.03543913  0.03539769  0.03403938  0.03463469  0.03679394
  0.03520802  0.03482571  0.03355883  0.03990926  0.03495847  0.03334385
  0.03791078  0.04000187  0.03519254  0.03528689  0.03373819  0.03521922
  0.03379704  0.03536807  0.03514379  0.03319821  0.03729663  0.03424109
  0.03456934  0.03282365  0.0319541   0.03403674  0.03420353  0.03510229
  0.03611764  0.03172201  0.0364206   0.03397566  0.03677307  0.03489527
  0.03551181  0.03429177  0.03546161  0.03425421  0.03453952  0.03480204
  0.03689854  0.03264003  0.03405556  0.03505986  0.03488012  0.0346292
  0.03522265  0.03543925  0.03314979  0.03770789  0.03586761  0.03479327
  0.03520277  0.0347979   0.03554123  0.03455639  0.03275101  0.03116878
  0.03665541  0.03512026  0.0399088   0.03445444  0.03553304  0.03635438
  0.03372926  0.03844881  0.03450764  0.03581555  0.0326962   0.03350062
  0.03514906  0.03175958  0.03554729  0.03403636  0.03407719  0.03564027
  0.03763645  0.03578573  0.03653036  0.03539747  0.03524884  0.0358415
  0.03546464  0.03429365  0.03456004  0.03452404  0.03633236  0.03457248
  0.03591244  0.03536598  0.03611525  0.03467131  0.03426783  0.02957739
  0.03655554  0.03496935  0.03642867  0.03479462  0.03708961  0.03494174
  0.03311213  0.03534856  0.0345283   0.03619784  0.03597369  0.03096819
  0.03558337  0.03502277  0.03312661  0.03389761  0.03411813  0.03359371
  0.03667017  0.03376173  0.03438624  0.03782972  0.0355607   0.03477715
  0.03449224  0.03660701  0.0353172   0.03676948  0.03567445  0.03536787
  0.03098418  0.03637319  0.03367444  0.03447101  0.03580016  0.03684183
  0.03530034  0.03546102  0.0339841   0.03394692  0.03451153  0.03712236
  0.03614931  0.03322683  0.03693272  0.03599837  0.03534001  0.03575996
  0.03567252  0.0354098   0.03653754  0.03556157  0.03546717  0.03237656
  0.03642038  0.03498248  0.03352972  0.03393205  0.03271196  0.03520032
  0.03500159  0.03556675  0.03369593  0.03571181  0.03867584  0.03392224
  0.03428602  0.03560038  0.03663747  0.03556054  0.0338132   0.0266333
  0.03589435  0.03579701  0.03712158  0.03355877  0.03619856  0.03581867
  0.03618124  0.03526404  0.03384606  0.03416534  0.03443787  0.03460309
  0.0352086   0.03586548  0.03530413  0.03292765  0.03426817  0.03506828
  0.03456075  0.03645335  0.03587243  0.03300612  0.03522953  0.0310259
  0.03238712  0.03260823  0.03611614  0.03510213  0.03442599  0.03349956
  0.03531599  0.03386307  0.03689155  0.03601709  0.03487802  0.03412394
  0.03375039  0.03487005  0.03697879  0.03506281  0.03367798  0.03601422
  0.03345094  0.03529811  0.03360981  0.03350895  0.03409592  0.03506717
  0.03463838  0.03470245  0.03410763  0.03553851  0.02982013  0.03352854
  0.0357749   0.0360371   0.03558047  0.03416019  0.03465126  0.03387065
  0.03481481  0.0344335   0.03434872  0.03293908  0.03414355  0.03282808
  0.03349226  0.03479094  0.03471253  0.03463673  0.03597937  0.0342921
  0.03482639  0.03417708  0.03684977  0.03608584  0.03489939  0.03511958
  0.04007828  0.03527911  0.03489661  0.03507422  0.03682701  0.02885772
  0.02840582  0.0360498 ]"
48,resistant,0.000010,25,96,[]
51,resistant,0.100000,10,384,"[ 0.03592231  0.02929836  0.03154895  0.03415865  0.03532735  0.03472491
  0.03392755  0.03262247  0.0322036   0.03493442  0.03637772  0.03639199
  0.03393246  0.03189487  0.0344113   0.03287322  0.0329908   0.03463179
  0.03516818  0.03568026  0.03690288  0.03415788  0.03686915  0.02984504
  0.02895926  0.03379086  0.03438211  0.03441005  0.03591926  0.03146857
  0.03629998  0.0360723   0.03888809  0.03528081  0.03478012  0.03531653
  0.03328672  0.03256193  0.03199384  0.03476715  0.02955548  0.03341255
  0.01703924  0.0349524   0.03427026  0.03500619  0.0355518   0.03417789
  0.0349796   0.03454741  0.03598365  0.03427004  0.02973273  0.03391258
  0.03596396  0.03482555  0.0352149   0.03597518  0.03453173  0.03463055
  0.03510665  0.03426888  0.03621875  0.03868772  0.03450652  0.03407512
  0.03686631  0.02308279  0.03556127  0.03483257  0.03445107  0.03426891
  0.03372448  0.03737006  0.03402024  0.03459938  0.0333361   0.03812822
  0.03458767  0.03507334  0.03397331  0.03596291  0.0342807   0.03286343
  0.03364056  0.03558046  0.03371088  0.03626404  0.03726542  0.0357801
  0.03507394  0.03496317  0.03533676  0.03292104  0.03649134  0.03754706
  0.03639197  0.03677488  0.0373915   0.03482201  0.03370407  0.03603722
  0.03538895  0.03463575  0.03296484  0.03234177  0.03521844  0.03467315
  0.0354467   0.03513357  0.03259756  0.03487334  0.03353177  0.03423498
  0.03443973  0.03567128  0.03433014  0.03466466  0.03570393  0.03478143
  0.03426919  0.03418982  0.03649813  0.03467743  0.03375935  0.03463919
  0.03570314  0.03659085  0.03333661  0.03706006  0.03390464  0.03592972
  0.03535551  0.03503258  0.03505606  0.03727263  0.03091345  0.03509682
  0.03475422  0.03413176  0.0355857   0.03392797  0.03505501  0.0344614
  0.02047672  0.03379801  0.03555532  0.03516134  0.03359845  0.03410259
  0.03413941  0.03400937  0.03450422  0.03487375  0.04089896  0.03900381
  0.03460075  0.0350576   0.03432901  0.03208617  0.03579025  0.03511568
  0.03832624  0.03403904  0.03605372  0.03333138  0.03493389  0.04033698
  0.0354853   0.03417813  0.03586403  0.03494201  0.0347295   0.03395338
  0.03467197  0.03504823  0.03536431  0.03329901  0.03640822  0.03761378
  0.03341856  0.03473144  0.0363639   0.0359166   0.03310802  0.03059541
  0.03277153  0.03566397  0.03276764  0.0350556   0.03673911  0.03538194
  0.03316313  0.03538449  0.037121    0.03364243  0.0327837   0.03292818
  0.0348524   0.03435648  0.03157117  0.03373224  0.03540892  0.03255196
  0.03794594  0.03461177  0.03310274  0.03568521  0.03493496  0.03605214
  0.03522053]"
52,resistant,0.250000,10,384,"[ 0.03541468  0.03492885  0.03477446  0.03684768  0.03493537  0.03182117
  0.03427973  0.03467956  0.03686743  0.03821937  0.03538305  0.03279769
  0.03409665  0.02946573  0.03466732  0.03431968  0.03541754  0.03442861
  0.03529068  0.03517996  0.03473558  0.03545426  0.03372769  0.03579203
  0.03555613  0.03403367  0.03499873  0.03459878  0.03417998  0.03273086
  0.03572301  0.03706131  0.03358144  0.03452131  0.03546304  0.03619289
  0.03519134  0.03618236  0.03685391  0.03564793  0.03515351  0.03453688
  0.03494117  0.03524183  0.03538448  0.03487336  0.03509151  0.03459118
  0.03465821  0.03594035  0.03485793  0.03559508  0.03276339  0.03618216
  0.03351049  0.03543171  0.03563624  0.03605844  0.0357603   0.03342233
  0.03371536  0.03255775  0.03350288  0.03643869  0.03402387  0.03490299
  0.03402211  0.00036567  0.03448943  0.03528373  0.03457007  0.03586586
  0.035729    0.03231657  0.03543847  0.03512645  0.03397378  0.03462481
  0.03394687  0.04036219  0.03581453  0.03800255  0.0383842   0.03522605
  0.03560758  0.03564843  0.03805384  0.03443093  0.03529042  0.03778686
  0.03506777  0.03496968  0.03485146  0.03548341  0.03324415  0.03438205
  0.03655845  0.03465581  0.03437346  0.03469407  0.03078959  0.03548169
  0.03039348  0.03503709  0.02850245  0.03526887  0.03509457  0.03292852
  0.0343336   0.03535106  0.03537706  0.03405913  0.03331925  0.0343725
  0.03575666  0.03486742  0.0345302   0.03406707  0.03529736  0.03455196
  0.03526824  0.03417289  0.03493114  0.03503848  0.03964514  0.03441222
  0.03554822  0.03559287  0.03167147  0.03461732  0.03605851  0.0341852
  0.03601152  0.03435344  0.03483761  0.03460622  0.03519804  0.03575162
  0.03310597  0.03538458  0.03545703  0.03566781  0.03261645  0.03563338
  0.03470748  0.03636247  0.03643976  0.03555456  0.03621045  0.03481872
  0.03527915  0.03440974  0.0347591   0.03590544  0.03446647  0.03431108
  0.03513709  0.03584252  0.035842    0.03547408  0.03602857  0.03585937
  0.03585364  0.03481441  0.03490596  0.03397233  0.03526186  0.03325464
  0.03315664  0.03218264  0.03583738  0.03439396  0.03515942  0.03528261
  0.03616513  0.03489473  0.03499389  0.03684704  0.03530394  0.03498279
  0.03507082  0.03539263  0.03362693  0.03459343  0.03570978  0.03657853
  0.0323417   0.03582224  0.03455478  0.03448641  0.03547132  0.03506429
  0.03197765  0.03567317  0.03364812  0.03497536  0.03520738  0.03482286
  0.03255852  0.0346724   0.04574728  0.03654603  0.03564508  0.03456219
  0.03443946  0.03370122  0.03513338  0.03671271  0.03254191  0.03421382
  0.03490779  0.03555061  0.03514496  0.03491101  0.03439383  0.03532836
  0.03517999  0.04103456  0.03583931  0.0305462   0.03671565  0.03604534
  0.03571863  0.03625068  0.03650926  0.03421138  0.03491992  0.03493683
  0.03466775  0.03485381  0.04260472  0.03627061  0.03539783  0.0349632
  0.03440744  0.03561013  0.03777004  0.03589908  0.03745192  0.0345688
  0.03638431  0.03556865  0.03402686  0.03586144  0.03464585  0.03396674
  0.03460088  0.03488021  0.03630749  0.03592748  0.03569069  0.03538024
  0.03204186  0.03512824  0.03417909  0.03532013  0.0346829   0.03583028
  0.03537369  0.03557443  0.03565114  0.03386858  0.03410313  0.03796518
  0.03574974  0.03603612  0.03488406  0.03601592  0.03478955  0.03453459
  0.03533549  0.03255944  0.03348617  0.03431036  0.03421532  0.03474376
  0.03428318  0.03451345  0.03543129  0.03447689  0.03723642  0.03143637
  0.03412479  0.03686582  0.03562982  0.03428619  0.03608053  0.03466061
  0.03359174  0.03492305  0.03272677  0.03842651  0.03746581  0.0316799
  0.03564335  0.03520009  0.03398326  0.03458273  0.03447338  0.03642303
  0.03243541  0.03425736  0.03575038  0.03473197  0.03476739  0.03552123
  0.03384687  0.03455243  0.0349424   0.03607552  0.0331328   0.03521446
  0.03532997  0.0353635   0.03453842  0.03488666  0.0349549   0.03509066
  0.03774231  0.03567529  0.03576857  0.03339517  0.03508144  0.03612358
  0.03477599  0.03307851  0.03623404  0.03473389  0.03521006  0.03835045
  0.03521682  0.03592286  0.03313593  0.03522479  0.03328202  0.04400755
  0.03551075  0.03356886  0.03529844  0.03522903  0.03520184  0.03575542
  0.03654615  0.03540202  0.03530121  0.03335015]"
53,resistant,0.100000,25,96,"[ 0.03237385  0.03562194  0.0350538   0.03664706  0.03483002  0.03481969
  0.03448355  0.03203628  0.03214072  0.03495218  0.03569922  0.03406561
  0.03475242  0.034775    0.03498593  0.03549307  0.03529751  0.03466065
  0.0313505   0.03684283  0.03517554  0.03502825  0.03284559  0.03534059
  0.03314139  0.03713103  0.03498761  0.03317614  0.03495206  0.03391339
  0.03544034  0.03649797  0.0358755   0.03530411  0.03426273  0.03543477
  0.03509743  0.03247396  0.03511615  0.03503255  0.03522305  0.03460787
  0.0356501   0.0350605   0.03414731  0.03359311  0.03511616  0.03338049
  0.03516553  0.03368012  0.03468724  0.02354605  0.03650506  0.03595811
  0.03324496  0.03471061  0.03462569  0.03514343  0.0362453   0.035898
  0.03323861  0.03361034  0.0361413   0.03657068  0.03498795  0.03414375
  0.03354418  0.03535941  0.03549901  0.03684349  0.03548229  0.03540462
  0.03526792  0.03370815  0.03541512  0.03459557  0.03574424  0.03570459
  0.03478063  0.03464025  0.03423664  0.03533067  0.03450886  0.03650422
  0.03606365  0.03541992  0.03454545  0.0325047 ]"
55,resistant,0.010000,25,384,"[ 0.03032828  0.0362578   0.03346413  0.0350276   0.03659344  0.03272341
  0.03444144  0.03265969  0.03394075  0.0363433   0.03536361  0.03381463
  0.03474046  0.03655241  0.03484125  0.03539175  0.03935796  0.03481678
  0.03381013  0.02854767  0.0339926   0.03704802  0.03238579  0.03296915
  0.03517835  0.03352445  0.0330884   0.03377489  0.0363436   0.03784765
  0.03165933  0.0376089   0.03693488  0.03523983  0.03447345  0.03404947
  0.03188109  0.03215823  0.03158885  0.03496127  0.03418047  0.0342463
  0.03224661  0.037174    0.03600601  0.03337988  0.03413769  0.03512956
  0.03650977  0.0354451   0.03426371  0.03682524  0.03598661  0.03408499
  0.03461808  0.01369246  0.03644652  0.03472663  0.03610692  0.03457624
  0.03353248  0.03379919  0.03394094  0.03576306  0.03635198  0.03351597
  0.03228198  0.03415954  0.03578506  0.03390624  0.03309332  0.03598266
  0.03544974  0.03422291  0.0369244   0.01876882  0.03642462  0.03679529
  0.03352464  0.03425569  0.03394984  0.03489567  0.03533046]"
56,resistant,0.001000,1,384,[]
57,resistant,0.200000,1,384,"[ 0.03487409  0.03881206  0.03284924  0.03386962  0.02598017  0.03667797
  0.03401518  0.03399586  0.03606776  0.03517142  0.0324053   0.03585208
  0.03624303  0.03092088  0.03947726  0.03691739  0.03925457  0.03350052
  0.03458315  0.03257826  0.03429049  0.03164914  0.03412528  0.03230461
  0.03810932  0.03482774  0.02022049  0.04158058  0.03548325  0.03151405
  0.03547511  0.03465124  0.03464149  0.03573483  0.03461983  0.03755462
  0.04274658  0.03515361  0.03572594  0.03781962  0.03549686  0.03607292
  0.03567839  0.03568847  0.0348811   0.03384374  0.03308808  0.03132723
  0.03589791  0.03703089  0.03540748  0.03573207  0.03349353  0.03389437
  0.03643056  0.03906828  0.0384801   0.03353502  0.03703864  0.03067015
  0.03565662  0.03369432  0.03649607]"
59,resistant,1.000000,1,384,"[ 0.03814324  0.03350347  0.03583709  0.03550788  0.03623346  0.0349974
  0.03558552  0.03367166  0.03602551  0.0356271   0.0358507   0.03468001
  0.03538033  0.0334973   0.03344661  0.03396517  0.03695584  0.03395006
  0.03660411  0.03471378  0.0345705   0.03560994  0.03564101  0.03579218
  0.03440741  0.03501656  0.03591281  0.03660109  0.00470801  0.03236417
  0.03534873  0.03402839  0.03398865  0.03333808  0.03615595  0.0340865
  0.03486985  0.03548817  0.03424851  0.03715228  0.03701195  0.03562236
  0.02879347  0.03510487  0.03601415  0.03668639  0.03549097  0.03574553
  0.03658606  0.03214141  0.03621154  0.03990533  0.03477935  0.0331484
  0.03467351  0.03469047  0.03354135  0.03463381  0.03061119  0.03496674
  0.03368916  0.04132391  0.03509192  0.03562662  0.03506126  0.03591848
  0.0343935   0.03497847  0.03478578  0.03075389  0.0353961   0.03561099
  0.03529476  0.03479669  0.0353704   0.03617534  0.03421485  0.03742724
  0.03221924  0.03409281  0.03023291  0.03336978  0.03444626  0.03441145
  0.0356353   0.03510884  0.03588666  0.0323162   0.0362156   0.03443895
  0.03869349  0.03559949  0.03550752  0.03699938  0.04015867  0.03567325
  0.03477136  0.03786435  0.03992289  0.03504353  0.03682302  0.03638137
  0.03442987  0.03661275  0.03722889  0.03479002  0.03585261  0.03460889
  0.0344934   0.04660123  0.03450015  0.03533211  0.03721653  0.0353769
  0.03502742  0.03165048  0.0369108   0.03556459  0.03526964  0.03290552
  0.03598372  0.03339733  0.03670214  0.02741126  0.03617324  0.03442679
  0.03765493  0.03458023  0.03463812  0.03730838  0.03429293  0.03254472
  0.02715375  0.03426484  0.03475563  0.04083055  0.03402222  0.03527734
  0.03502715  0.03140279  0.03480386  0.03457778  0.03742604  0.0318722
  0.03530255  0.03450066  0.03309239  0.03509982  0.03262762  0.03470651
  0.03280444  0.03630387  0.03430922  0.03527136  0.0331602   0.03687325
  0.03568371  0.03647997  0.03556362  0.03973015  0.03447893  0.03506886
  0.03350186  0.0345623   0.03483844  0.03494244  0.03541547  0.03647206
  0.03540089  0.03147755  0.03511259  0.0360244   0.03468442  0.03505965
  0.0333635   0.03462665  0.03645305  0.03453851  0.03286639  0.03389853
  0.03507189  0.03735312  0.03461383  0.03338243  0.03548412  0.0363203
  0.03564112  0.03385454  0.03583767  0.03485174  0.0371705   0.03134669
  0.03417881  0.03566589  0.03452395  0.03520111  0.03309185  0.03630657
  0.03025486  0.03527654  0.03566475  0.03597002  0.03284158  0.03543661
  0.03365964  0.03460362  0.03590614  0.03247566  0.03674953  0.03358028
  0.03265306  0.03516408  0.03284888  0.03692691  0.03496593  0.03649986
  0.03546711  0.03425672  0.03566968  0.03502037  0.03543653]"
63,resistant,0.010000,50,96,"[ 0.03499245  0.03622115  0.03436244  0.03555838  0.03766808  0.03389876
  0.03696205  0.03406595  0.04217828  0.03760609  0.03443524  0.03862255
  0.03512608  0.03494189  0.03660747  0.03619955  0.03675921  0.03860355
  0.03507251  0.03424217  0.03302528  0.0362071   0.03479295  0.03541679
  0.03061542  0.03685699  0.0398072   0.0325666   0.03274839  0.0352712
  0.03360038  0.03825376  0.03042008  0.03477479  0.03504091  0.03652154
  0.03539961  0.03317297  0.03378835]"
67,resistant,0.000010,10,384,[]
